mass of the discs and the hook [g] 	$l_0 [cm]$	$l_1 [cm]$	$x_{e} [cm]$	$m*g
[N]$    $k [Nm^-1)$      $\Delta k [Nm^-1]$
31.14	4.7	13.1	0.084	0.3054834	3.636707143	0.153072329
52.14	4.7	18.5	0.138	0.5114934	3.706473913	0.094961822
70.8	4.7	24.4	0.197	0.694548	3.525624365	0.063275891
91.9	4.7	29.95	0.2525	0.901539	3.570451485	0.04999538
110.46	4.7	35.4	0.307	1.0836126	3.529682736	0.040650484
